159,Абай,29532
187,Авдеевка,28837
159,Акжал,29534
187,Акимовский район,24481
159,Акколь,29418
159,Акмолинская область,29403
159,Аксай,29520
159,Аксу,29580
159,Актау,29575
159,Актобе,20273
159,Актюбинская область,29404
159,Алга,29437
187,Александрийский район,24537
187,Александрия,28865
187,Александровск,103822
187,Александровский район (Донецкая область),24433
187,Александровский район (Кировоградская область),24536
187,Алмазная,106005
159,Алматинская область,29406
159,Алматы,162
187,Алчевск,24885
187,Амвросиевка,28868
187,Амвросиевский район,24421
187,Ананьев,28888
187,Ананьевский район,24629
187,Андрушевка,29090
187,Андрушевский район,24439
187,Антрацит,28887
187,Антрацитовский район,24543
187,Апостолово,28889
187,Апостоловский район,24399
159,Аральск,10289
187,Арбузинский район,24610
159,Аркалык,20985
187,Артемовск (Донецкая область),28896
187,Артемовск (Перевальский район),28897
187,Артемовский район,24422
187,Артёмово,115088
187,Арциз,28891
187,Арцизский район,24630
159,Аршалы,29419
159,Арысь,29614
159,Асса,29507
159,Астана,163
159,Атбасар,29421
159,Атырау,10291
159,Атырауская область,29407
187,Ахтырка,28900
187,Ахтырский район,24720
159,Аягуз,29483
159,Байконур,10292
187,Балаклейский район,24745
187,Балаклея,27205
187,Балта,27203
187,Балтский район,24631
159,Балхаш,10293
187,Бар,27210
149,Барановичи,21015
149,Барановичский район,102081
187,Барановка,27212
187,Барановский район,24440
149,Барань,102240
187,Барвенково,29173
187,Барвенковский район,24746
187,Барский район,24372
187,Барышевский район,24497
187,Батурин,27216
187,Бахмач,29054
187,Бахмачский район,24830
187,Баштанка,27220
187,Баштанский район,24611
159,Бейнеу,29576
187,Белая Церковь,10369
187,Белгород-Днестровский,27092
187,Белгород-Днестровский район,24633
187,Белз,27073
187,Белицкое,27088
187,Беловодский район,24544
187,Белогорский район,24790
187,Белозерский район,24773
187,Белозерское,27078
187,Белокуракинский район,24545
149,Белоозёрск,102227
187,Белополье,27082
187,Белопольский район,24710
187,Белоцерковский район,24498
149,Белыничи,26023
149,Белыничский район,102134
187,Беляевка,27093
187,Беляевский район,24634
187,Бердичев,27099
187,Бердичевский район,24441
187,Бердянск,27101
187,Бердянский район,24462
187,Берегово,27120
187,Береговский район,24597
187,Бережанский район,24728
187,Бережаны,27118
187,Березанский район,24612
187,Березань,27116
149,Березино,102198
149,Березинский район,102155
187,Березнеговатский район,24613
187,Березно,27104
187,Березновский район,24680
187,Березовка,27110
187,Березовский район,24632
187,Берестечко,27124
149,Берестовицкий район ,102117
187,Берислав,29126
187,Бериславский район,24772
187,Бершадский район,24373
187,Бершадь,27126
149,Берёза,102221
149,Берёзовка,102219
149,Берёзовский район,102082
149,Бешенковичский район,102176
187,Близнюковский район,24747
187,Бобринец,27137
187,Бобринецкий район,24522
187,Бобрка,27135
187,Бобровица,27136
187,Бобровицкий район,24831
149,Бобруйск,20729
149,Бобруйский район,102135
187,Богодухов,27156
187,Богодуховский район,24748
187,Богородчанский район,24482
187,Богуслав,27159
187,Богуславский район,24499
187,Болград,27139
187,Болградский район,24635
187,Болехов,27138
187,Болеховский район,24483
187,Борзна,27140
187,Борзнянский район,24832
187,Борислав,24896
149,Борисов,21193
149,Борисовский район,102156
187,Борисполь,27154
187,Бориспольский район,24500
187,Боровский район,24749
187,Бородянский район,24501
187,Борщев,29219
187,Борщевский район,24729
187,Боярка,27164
149,Брагинский район,102096
149,Браслав,26009
149,Браславский район,102177
187,Братский район,24614
149,Брест,153
149,Брестская область,29632
149,Брестский район,102080
187,Броварский район,24502
187,Бровары,27165
187,Бродовский район,24577
187,Броды,27166
187,Брусиловский район,24442
187,Брянка,24886
149,Буда-Кошелевский район,102097
149,Буда-Кошелёво,102231
159,Булаево,29594
187,Бурштын,27189
187,Бурынский район,24711
187,Бурынь,27188
187,Буск,27194
187,Бусский район,24578
187,Буча,26994
187,Бучач,27180
187,Бучачский район,24730
149,Быхов,26021
149,Быховский район,102136
187,Валки,27360
187,Валковский район,24750
187,Варвинский район,24833
149,Василевичи,33038
187,Васильевка,27369
187,Васильевский район,24463
187,Васильков,27370
187,Васильковский район (Днепропетровская область),24400
187,Васильковский район (Киевская область),24503
187,Ватутино,27363
187,Вахрушево,27001
187,Вашковцы,27364
187,Великие Мосты,29206
187,Великоалександровский район,24775
187,Великобагачанский район,24655
187,Великобелозерский район,24464
187,Великоберезнянский район,24598
187,Великобурлукский район,24751
187,Великолепетихинский район,24774
187,Великомихайловский район,24636
187,Великоновоселковский район,24423
187,Великописаревский район,24712
149,Верхнедвинск,26554
149,Верхнедвинский район,102178
187,Верхнеднепровск,27261
187,Верхнеднепровский район,24401
187,Верхнерогачикский район,24776
187,Верховинский район,24484
187,Верховцево,27265
187,Веселиновский район,24615
187,Веселовский район,24465
149,Ветка,102232
149,Ветковский район,102098
187,Вижница,27335
187,Вижницкий район,24852
149,Вилейка,26745
149,Вилейский район,102157
187,Вилково,27326
187,Винница,963
187,Винницкая область,20545
187,Винницкий район,24374
187,Виноградов,27330
187,Виноградовский район,24599
187,Виньковецкий район,24791
149,Витебск,154
149,Витебская область,29633
149,Витебский район,102179
187,Вишневец,27336
187,Вишневое,27341
187,Владимир-Волынский,27275
187,Владимир-Волынский район,24561
187,Владимирец,27276
187,Владимирецкий район,24681
187,Вознесенск,27286
187,Вознесенский район,24616
149,Волковыск,26923
149,Волковысский район,102118
187,Волноваский район,24424
187,Волноваха,27302
187,Воловецкий район,24600
187,Володарский район (Донецкая область),24425
187,Володарский район (Киевская область),24505
187,Володарско-Волынский район,24443
149,Воложин,26748
149,Воложинский район,102158
