Беларусь|Витебск|+375 (29) 710-07-32|Эвакуатор ИП Кашпар Л.С.
Беларусь|Минск|+375 (44) 779-59-09|Эвакуатор Минск
Беларусь|Минск|+375 (29) 695-42-23|ИП Чверкалюк А А Эвакуатор 24 часа
Беларусь|Минская обл.|+375 (29) 391-39-39|Эвакуатор борисов
Беларусь|Минск|+375 (29) 176-06-60|Эвакуатор Минск
Беларусь|Минская обл.|+375 (29) 773-16-97|Эвакуатор 24 часа ИП Радюк
Беларусь|Гомель|+375 (29) 139-60-40|Эвакуатор в ГомелеБеларусь|Минск|+375 (44) 779-59-09|Эвакуатор Минск, полный адресс: Минск, ул. Матусевича, 78, сайт: helpcarminsk.by
Беларусь|Минск|+375 (29) 176-06-60|Эвакуатор Минск, полный адресс: Минск, ул. Шаранговича, 54, доп. тел.:  +375 (33) 376-06-60, сайт: evacyator.by
Беларусь|Минская обл.|+375 (29) 391-39-39|Эвакуатор борисов
Беларусь|Минская обл.|+375 (29) 773-16-97|Эвакуатор 24 часа ИП Радюк, полный адресс: Минская обл., Смолевичи, 19а
Беларусь|Минск|+375 (29) 695-42-23|ИП Чверкалюк А А Эвакуатор 24 часа, полный адресс: Минск, ул. Сурганова, 57-182
Беларусь|Гомель|+375 (29) 139-60-40|Эвакуатор в Гомеле, сайт: evakyator.by/view/ip_kaunov_renault_master
Беларусь|Витебск|+375 (29) 710-07-32|Эвакуатор ИП Кашпар Л.С.
